,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,total_df,total_points,total_1stIn,total_2ndserve,total_1stWon,total_2ndWon,total_1st_perc,total_1st_win_perc,total_2nd_win_perc,aces_per_point,df_per_point
113409,1999-421,Canada Masters,Hard,56,M,19990802,55,102563,11.0,,Thomas Johansson,R,180.0,SWE,24.3586584531,102338,3.0,,Yevgeny Kafelnikov,R,190.0,RUS,25.4510609172,1-6 6-3 6-3,3,F,121.0,6.0,3.0,95.0,48.0,31.0,18.0,12.0,7.0,12.0,6.0,5.0,86.0,53.0,33.0,11.0,13.0,4.0,10.0,22.0,1437.0,4.0,3273.0,1999,1990s,12.0,8.0,181.0,101.0,80.0,64.0,29.0,55.80110497237569,63.366336633663366,36.25,0.06629834254143646,0.04419889502762431
113464,1999-422,Cincinnati Masters,Hard,56,M,19990809,55,101948,1.0,,Pete Sampras,R,185.0,USA,27.9917864476,102158,2.0,,Patrick Rafter,R,185.0,AUS,26.6119096509,7-6(7) 6-3,3,F,78.0,12.0,4.0,67.0,45.0,36.0,15.0,11.0,1.0,2.0,4.0,2.0,59.0,32.0,23.0,17.0,10.0,0.0,2.0,1.0,3705.0,4.0,3271.0,1999,1990s,16.0,6.0,126.0,77.0,49.0,59.0,32.0,61.111111111111114,76.62337662337663,65.3061224489796,0.12698412698412698,0.047619047619047616
114277,1999-357,Stuttgart Masters,Hard,48,M,19991025,47,102358,13.0,,Thomas Enqvist,R,190.0,SWE,25.6180698152,101990,8.0,,Richard Krajicek,R,196.0,NED,27.8850102669,6-1 6-4 5-7 7-5,5,F,153.0,10.0,7.0,118.0,64.0,49.0,32.0,21.0,4.0,7.0,26.0,6.0,125.0,75.0,59.0,18.0,20.0,8.0,14.0,18.0,1645.0,8.0,2313.0,1999,1990s,36.0,13.0,243.0,139.0,104.0,108.0,50.0,57.20164609053498,77.6978417266187,48.07692307692308,0.14814814814814814,0.053497942386831275
114324,1999-352,Paris Masters,Carpet,48,M,19991101,47,101736,1.0,,Andre Agassi,R,180.0,USA,29.5085557837,103498,,,Marat Safin,R,193.0,RUS,19.7618069815,7-6(1) 6-2 4-6 6-4,5,F,149.0,7.0,2.0,134.0,83.0,58.0,29.0,20.0,10.0,13.0,19.0,8.0,117.0,51.0,40.0,33.0,20.0,2.0,7.0,1.0,4281.0,34.0,1102.0,1999,1990s,26.0,10.0,251.0,134.0,117.0,98.0,62.0,53.386454183266935,73.13432835820896,52.99145299145299,0.10358565737051793,0.0398406374501992
115079,2000-352,Paris Masters,Carpet,48,M,20001113,47,103498,2.0,,Marat Safin,R,193.0,RUS,20.7967145791,102882,13.0,,Mark Philippoussis,R,196.0,AUS,24.0164271047,3-6 7-6(7) 6-4 3-6 7-6(8),5,F,209.0,22.0,2.0,157.0,84.0,72.0,39.0,25.0,6.0,8.0,22.0,9.0,161.0,93.0,81.0,38.0,27.0,1.0,2.0,2.0,3530.0,14.0,1535.0,2000,2000s,44.0,11.0,318.0,177.0,141.0,153.0,77.0,55.660377358490564,86.44067796610169,54.60992907801418,0.13836477987421383,0.03459119496855346
115126,2000-357,Stuttgart Masters,Hard,48,M,20001030,47,101965,,,Wayne Ferreira,R,185.0,RSA,29.1252566735,103720,8.0,,Lleyton Hewitt,R,180.0,AUS,19.6796714579,7-6(6) 3-6 6-7(5) 7-6(2) 6-2,5,F,251.0,18.0,5.0,194.0,100.0,69.0,52.0,27.0,14.0,20.0,8.0,8.0,170.0,84.0,64.0,40.0,26.0,8.0,14.0,19.0,1234.0,8.0,2367.0,2000,2000s,26.0,13.0,364.0,184.0,180.0,133.0,92.0,50.54945054945055,72.28260869565217,51.111111111111114,0.07142857142857142,0.03571428571428571
115361,2000-403,Miami Masters,Hard,96,M,20000320,95,101948,2.0,,Pete Sampras,R,185.0,USA,28.605065024,102856,6.0,,Gustavo Kuerten,R,190.0,BRA,23.523613963,6-1 6-7(2) 7-6(5) 7-6(8),5,F,198.0,20.0,9.0,148.0,94.0,75.0,30.0,22.0,5.0,6.0,16.0,4.0,159.0,90.0,61.0,43.0,21.0,11.0,14.0,2.0,2932.0,6.0,2147.0,2000,2000s,36.0,13.0,307.0,184.0,123.0,136.0,73.0,59.93485342019544,73.91304347826087,59.34959349593496,0.11726384364820847,0.04234527687296417
115424,2000-404,Indian Wells Masters,Hard,64,M,20000313,63,102374,,,Alex Corretja,R,180.0,ESP,25.9219712526,102358,10.0,,Thomas Enqvist,R,190.0,SWE,26.0013689254,6-4 6-4 6-3,5,F,120.0,10.0,1.0,77.0,38.0,30.0,28.0,14.0,6.0,7.0,8.0,7.0,100.0,54.0,34.0,25.0,15.0,8.0,13.0,26.0,1041.0,10.0,1551.0,2000,2000s,18.0,8.0,177.0,92.0,85.0,64.0,53.0,51.9774011299435,69.56521739130434,62.35294117647059,0.1016949152542373,0.04519774011299435
115580,2000-410,Monte Carlo Masters,Clay,64,M,20000417,63,101611,8.0,,Cedric Pioline,R,188.0,FRA,30.8391512663,103103,,,Dominik Hrbaty,R,183.0,SVK,22.2833675565,6-4 7-6(3) 7-6(6),5,F,160.0,12.0,5.0,127.0,61.0,48.0,33.0,17.0,7.0,10.0,7.0,7.0,113.0,57.0,42.0,22.0,17.0,4.0,8.0,12.0,1581.0,24.0,1080.0,2000,2000s,19.0,12.0,240.0,118.0,122.0,90.0,55.0,49.166666666666664,76.27118644067797,45.08196721311475,0.07916666666666666,0.05
115643,2000-414,Hamburg Masters,Clay,64,M,20000515,63,102856,5.0,,Gustavo Kuerten,R,190.0,BRA,23.6769336071,103498,12.0,,Marat Safin,R,193.0,RUS,20.2984257358,6-4 5-7 6-4 5-7 7-6(3),5,F,232.0,7.0,1.0,165.0,86.0,64.0,41.0,28.0,4.0,11.0,13.0,2.0,177.0,94.0,66.0,38.0,28.0,4.0,11.0,7.0,1887.0,14.0,1387.0,2000,2000s,20.0,3.0,342.0,180.0,162.0,130.0,79.0,52.63157894736842,72.22222222222223,48.76543209876543,0.05847953216374269,0.008771929824561403
115706,2000-416,Rome Masters,Clay,64,M,20000508,63,102796,3.0,,Magnus Norman,R,188.0,SWE,23.9397672827,102856,4.0,,Gustavo Kuerten,R,190.0,BRA,23.6577686516,6-3 4-6 6-4 6-4,5,F,185.0,14.0,1.0,121.0,81.0,57.0,21.0,20.0,5.0,9.0,15.0,5.0,142.0,68.0,48.0,34.0,19.0,15.0,21.0,4.0,2314.0,6.0,2012.0,2000,2000s,29.0,6.0,263.0,149.0,114.0,105.0,55.0,56.653992395437264,70.46979865771812,48.24561403508772,0.11026615969581749,0.022813688212927757
115879,2000-421,Canada Masters,Hard,64,M,20000731,63,103498,8.0,,Marat Safin,R,193.0,RUS,20.5092402464,103248,,Q,Harel Levy,R,185.0,ISR,21.9876796715,6-2 6-3,3,F,54.0,3.0,0.0,48.0,23.0,19.0,17.0,9.0,4.0,5.0,3.0,3.0,45.0,27.0,15.0,7.0,8.0,2.0,6.0,9.0,1951.0,144.0,278.0,2000,2000s,6.0,3.0,93.0,50.0,43.0,34.0,24.0,53.763440860215056,68.0,55.81395348837209,0.06451612903225806,0.03225806451612903
115942,2000-422,Cincinnati Masters,Hard,64,M,20000807,63,102358,7.0,,Thomas Enqvist,R,190.0,SWE,26.4038329911,102450,15.0,,Tim Henman,R,185.0,GBR,25.9192334018,7-6(5) 6-4,3,F,108.0,12.0,3.0,90.0,44.0,37.0,23.0,11.0,7.0,7.0,9.0,6.0,74.0,43.0,33.0,15.0,11.0,4.0,5.0,8.0,2097.0,16.0,1398.0,2000,2000s,21.0,9.0,164.0,87.0,77.0,70.0,38.0,53.048780487804876,80.45977011494253,49.35064935064935,0.12804878048780488,0.054878048780487805
118442,2001-352,Paris Masters,Carpet,48,M,20011029,47,103206,6.0,,Sebastien Grosjean,R,175.0,FRA,23.4195756331,102338,4.0,,Yevgeny Kafelnikov,R,190.0,RUS,27.6933607118,7-6(3) 6-1 6-7(5) 6-4,5,F,164.0,14.0,2.0,126.0,79.0,59.0,33.0,21.0,1.0,2.0,6.0,6.0,126.0,72.0,59.0,24.0,20.0,7.0,11.0,8.0,2225.0,6.0,2785.0,2001,2000s,20.0,8.0,252.0,151.0,101.0,118.0,57.0,59.92063492063492,78.1456953642384,56.43564356435643,0.07936507936507936,0.031746031746031744
118489,2001-357,Stuttgart Masters,Hard,48,M,20011015,47,103163,15.0,,Tommy Haas,R,188.0,GER,23.5345653662,103018,,Q,Max Mirnyi,R,196.0,BLR,24.2765229295,6-2 6-2 6-2,5,F,93.0,9.0,1.0,62.0,33.0,29.0,20.0,12.0,0.0,0.0,11.0,3.0,78.0,44.0,32.0,9.0,12.0,4.0,10.0,14.0,1600.0,53.0,725.0,2001,2000s,20.0,4.0,140.0,77.0,63.0,61.0,29.0,55.0,79.22077922077922,46.03174603174603,0.14285714285714285,0.02857142857142857
118724,2001-403,Miami Masters,Hard,96,M,20010319,95,101736,3.0,,Andre Agassi,R,180.0,USA,30.8884325804,102998,19.0,,Jan Michael Gambill,R,190.0,USA,23.7919233402,7-6(4) 6-1 6-0,5,F,111.0,8.0,2.0,80.0,61.0,45.0,12.0,13.0,0.0,1.0,9.0,4.0,73.0,30.0,22.0,17.0,12.0,2.0,8.0,3.0,3365.0,19.0,1430.0,2001,2000s,17.0,6.0,153.0,91.0,62.0,67.0,29.0,59.47712418300654,73.62637362637362,46.774193548387096,0.1111111111111111,0.0392156862745098
118787,2001-404,Indian Wells Masters,Hard,64,M,20010312,63,101736,4.0,,Andre Agassi,R,180.0,USA,30.8692676249,101948,3.0,,Pete Sampras,R,185.0,USA,29.582477755,7-6(5) 7-5 6-1,5,F,131.0,4.0,1.0,106.0,83.0,58.0,16.0,16.0,4.0,4.0,14.0,11.0,94.0,48.0,39.0,19.0,15.0,7.0,10.0,4.0,2870.0,3.0,3080.0,2001,2000s,18.0,12.0,200.0,131.0,69.0,97.0,35.0,65.5,74.04580152671755,50.72463768115942,0.09,0.06
118943,2001-410,Monte Carlo Masters,Clay,64,M,20010416,63,102856,2.0,,Gustavo Kuerten,R,190.0,BRA,24.5968514716,102271,,,Hicham Arazi,L,175.0,MAR,27.4907597536,6-3 6-2 6-4,5,F,122.0,9.0,0.0,92.0,50.0,34.0,25.0,14.0,3.0,5.0,2.0,2.0,93.0,43.0,22.0,28.0,13.0,7.0,13.0,2.0,4150.0,53.0,725.0,2001,2000s,11.0,2.0,185.0,93.0,92.0,56.0,53.0,50.270270270270274,60.215053763440864,57.608695652173914,0.05945945945945946,0.010810810810810811
119006,2001-414,Hamburg Masters,Clay,64,M,20010514,63,102287,,Q,Albert Portas,R,188.0,ESP,27.4934976044,103507,8.0,,Juan Carlos Ferrero,R,183.0,ESP,21.2511978097,4-6 6-2 0-6 7-6(5) 7-5,5,F,217.0,4.0,5.0,159.0,85.0,54.0,37.0,24.0,17.0,26.0,7.0,8.0,163.0,87.0,57.0,38.0,24.0,12.0,20.0,42.0,850.0,6.0,2515.0,2001,2000s,11.0,13.0,322.0,172.0,150.0,111.0,75.0,53.41614906832298,64.53488372093024,50.0,0.034161490683229816,0.040372670807453416
119069,2001-416,Rome Masters,Clay,64,M,20010507,63,103507,8.0,,Juan Carlos Ferrero,R,183.0,ESP,21.2320328542,102856,1.0,,Gustavo Kuerten,R,190.0,BRA,24.6543463381,3-6 6-1 2-6 6-4 6-2,5,F,184.0,8.0,4.0,117.0,66.0,49.0,29.0,21.0,5.0,9.0,15.0,3.0,141.0,77.0,54.0,31.0,21.0,9.0,15.0,9.0,2090.0,1.0,4645.0,2001,2000s,23.0,7.0,258.0,143.0,115.0,103.0,60.0,55.42635658914729,72.02797202797203,52.17391304347826,0.08914728682170543,0.027131782945736434
119242,2001-421,Canada Masters,Hard,64,M,20010730,63,102318,,,Andrei Pavel,R,183.0,ROU,27.5044490075,102158,9.0,,Patrick Rafter,R,185.0,AUS,28.5859000684,7-6(3) 2-6 6-3,3,F,124.0,7.0,1.0,95.0,56.0,43.0,22.0,15.0,3.0,5.0,14.0,3.0,86.0,53.0,43.0,17.0,14.0,1.0,2.0,43.0,815.0,9.0,2120.0,2001,2000s,21.0,4.0,181.0,109.0,72.0,86.0,39.0,60.22099447513812,78.89908256880734,54.166666666666664,0.11602209944751381,0.022099447513812154
119305,2001-422,Cincinnati Masters,Hard,64,M,20010806,63,102856,1.0,,Gustavo Kuerten,R,190.0,BRA,24.9034907598,102158,8.0,,Patrick Rafter,R,185.0,AUS,28.605065024,6-1 6-3,3,F,60.0,8.0,2.0,49.0,27.0,22.0,13.0,8.0,2.0,2.0,2.0,4.0,50.0,29.0,19.0,8.0,8.0,2.0,6.0,1.0,4305.0,7.0,2345.0,2001,2000s,10.0,6.0,99.0,56.0,43.0,41.0,21.0,56.56565656565657,73.21428571428571,48.83720930232558,0.10101010101010101,0.06060606060606061
121142,2002-1536,Madrid Masters,Hard,48,M,20021014,47,101736,2.0,,Andre Agassi,R,180.0,USA,32.4599589322,102562,11.0,,Jiri Novak,R,190.0,CZE,27.5646817248,W/O,3,F,,,,,,,,,,,,,,,,,,,,2.0,2875.0,9.0,2080.0,2002,2000s,,,,,,,,,,,,
121780,2002-352,Paris Masters,Carpet,48,M,20021028,47,103498,3.0,,Marat Safin,R,193.0,RUS,22.7515400411,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.6728268309,7-6(4) 6-0 6-4,5,F,138.0,13.0,2.0,91.0,52.0,43.0,20.0,14.0,4.0,5.0,5.0,7.0,101.0,42.0,28.0,28.0,14.0,9.0,14.0,5.0,2420.0,1.0,4240.0,2002,2000s,18.0,9.0,192.0,94.0,98.0,71.0,48.0,48.958333333333336,75.53191489361703,48.97959183673469,0.09375,0.046875
121968,2002-403,Miami Masters,Hard,96,M,20020318,95,101736,9.0,,Andre Agassi,R,180.0,USA,31.8850102669,103819,12.0,,Roger Federer,R,185.0,SUI,20.6078028747,6-3 6-3 3-6 6-4,5,F,141.0,8.0,1.0,116.0,72.0,49.0,24.0,18.0,4.0,7.0,10.0,3.0,111.0,69.0,45.0,25.0,19.0,7.0,13.0,10.0,2195.0,14.0,1820.0,2002,2000s,18.0,4.0,227.0,141.0,86.0,94.0,49.0,62.11453744493392,66.66666666666667,56.97674418604651,0.07929515418502203,0.01762114537444934
122031,2002-404,Indian Wells Masters,Hard,64,M,20020311,63,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.0403832991,102450,9.0,,Tim Henman,R,185.0,GBR,27.5099247091,6-1 6-2,3,F,81.0,1.0,5.0,46.0,25.0,18.0,9.0,7.0,2.0,4.0,1.0,0.0,54.0,30.0,11.0,9.0,8.0,7.0,14.0,1.0,4245.0,11.0,2200.0,2002,2000s,2.0,5.0,100.0,55.0,45.0,29.0,18.0,55.0,52.72727272727273,40.0,0.02,0.05
122156,2002-410,Monte Carlo Masters,Clay,64,M,20020415,63,103507,2.0,,Juan Carlos Ferrero,R,183.0,ESP,22.1711156742,102845,,,Carlos Moya,R,190.0,ESP,25.6317590691,7-5 6-3 6-4,5,F,119.0,2.0,1.0,91.0,62.0,50.0,17.0,16.0,4.0,5.0,4.0,1.0,84.0,45.0,28.0,23.0,15.0,1.0,5.0,4.0,2560.0,26.0,1150.0,2002,2000s,6.0,2.0,175.0,107.0,68.0,78.0,40.0,61.142857142857146,72.89719626168224,58.8235294117647,0.03428571428571429,0.011428571428571429
122219,2002-414,Hamburg Masters,Clay,64,M,20020513,63,103819,11.0,,Roger Federer,R,185.0,SUI,20.7611225188,103498,6.0,,Marat Safin,R,193.0,RUS,22.2915811088,6-1 6-3 6-4,5,F,122.0,4.0,2.0,81.0,43.0,32.0,17.0,13.0,4.0,7.0,4.0,2.0,117.0,76.0,36.0,19.0,13.0,9.0,17.0,14.0,1885.0,5.0,2620.0,2002,2000s,8.0,4.0,198.0,119.0,79.0,68.0,36.0,60.101010101010104,57.142857142857146,45.56962025316456,0.04040404040404041,0.020202020202020204
122282,2002-416,Rome Masters,Clay,64,M,20020506,63,101736,9.0,,Andre Agassi,R,180.0,USA,32.0191649555,103163,7.0,,Tommy Haas,R,188.0,GER,24.090349076,6-3 6-3 6-0,5,F,116.0,3.0,1.0,81.0,49.0,37.0,17.0,12.0,5.0,6.0,4.0,7.0,85.0,38.0,22.0,19.0,12.0,7.0,14.0,9.0,2265.0,7.0,2525.0,2002,2000s,7.0,8.0,166.0,87.0,79.0,59.0,36.0,52.40963855421687,67.816091954023,45.56962025316456,0.04216867469879518,0.04819277108433735
122455,2002-421,Canada Masters,Hard,64,M,20020729,63,103084,,,Guillermo Canas,R,185.0,ARG,24.6735112936,104053,12.0,,Andy Roddick,R,188.0,USA,19.9123887748,6-4 7-5,3,F,76.0,9.0,1.0,56.0,36.0,29.0,13.0,11.0,0.0,1.0,9.0,5.0,55.0,37.0,26.0,10.0,11.0,1.0,4.0,19.0,1530.0,12.0,1825.0,2002,2000s,18.0,6.0,111.0,73.0,38.0,55.0,23.0,65.76576576576576,75.34246575342466,60.526315789473685,0.16216216216216217,0.05405405405405406
122518,2002-422,Cincinnati Masters,Hard,64,M,20020805,63,102845,16.0,,Carlos Moya,R,190.0,ESP,25.9383983573,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.4428473648,7-5 7-6(5),3,F,122.0,6.0,3.0,86.0,48.0,33.0,19.0,12.0,8.0,11.0,8.0,5.0,87.0,36.0,26.0,22.0,12.0,8.0,12.0,17.0,1585.0,1.0,5080.0,2002,2000s,14.0,8.0,173.0,84.0,89.0,59.0,41.0,48.554913294797686,70.23809523809524,46.06741573033708,0.08092485549132948,0.046242774566473986
124355,2003-1536,Madrid Masters,Hard,48,M,20031013,47,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,23.665982204,103454,,,Nicolas Massu,R,183.0,CHI,24.0082135524,6-3 6-4 6-3,5,F,,,,,,,,,,,,,,,,,,,,1.0,4195.0,21.0,1192.0,2003,2000s,,,,,,,,,,,,
125032,2003-352,Paris Masters,Carpet,48,M,20031027,47,102450,,,Tim Henman,R,185.0,GBR,29.1389459274,102318,,,Andrei Pavel,R,183.0,ROU,29.7467488022,6-2 7-6(6) 7-6(2),5,F,146.0,8.0,4.0,102.0,66.0,60.0,17.0,16.0,2.0,3.0,7.0,3.0,99.0,64.0,46.0,19.0,16.0,1.0,4.0,31.0,1055.0,191.0,195.0,2003,2000s,15.0,7.0,201.0,130.0,71.0,106.0,36.0,64.67661691542288,81.53846153846153,50.70422535211268,0.07462686567164178,0.03482587064676617
125220,2003-403,Miami Masters,Hard,96,M,20030317,95,101736,2.0,,Andre Agassi,R,180.0,USA,32.8815879535,102845,5.0,,Carlos Moya,R,190.0,ESP,26.5516769336,6-3 6-3,3,F,71.0,8.0,1.0,55.0,39.0,31.0,9.0,9.0,3.0,3.0,3.0,1.0,53.0,26.0,13.0,16.0,9.0,3.0,6.0,2.0,4295.0,5.0,2625.0,2003,2000s,11.0,2.0,108.0,65.0,43.0,44.0,25.0,60.18518518518518,67.6923076923077,58.13953488372093,0.10185185185185185,0.018518518518518517
125283,2003-404,Indian Wells Masters,Hard,64,M,20030310,63,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,22.0369609856,102856,,,Gustavo Kuerten,R,190.0,BRA,26.4941820671,6-1 6-1,3,F,61.0,3.0,0.0,40.0,22.0,19.0,11.0,7.0,2.0,2.0,2.0,1.0,50.0,27.0,15.0,8.0,7.0,8.0,13.0,1.0,4630.0,24.0,1230.0,2003,2000s,5.0,1.0,90.0,49.0,41.0,34.0,19.0,54.44444444444444,69.38775510204081,46.34146341463415,0.05555555555555555,0.011111111111111112
125408,2003-410,Monte Carlo Masters,Clay,64,M,20030414,63,103507,1.0,,Juan Carlos Ferrero,R,183.0,ESP,23.1676933607,103909,,,Guillermo Coria,R,175.0,ARG,21.2484599589,6-2 6-2,3,F,76.0,0.0,1.0,52.0,35.0,21.0,9.0,8.0,3.0,5.0,0.0,2.0,51.0,38.0,17.0,3.0,8.0,5.0,11.0,3.0,3135.0,26.0,1165.0,2003,2000s,0.0,3.0,103.0,73.0,30.0,38.0,12.0,70.87378640776699,52.054794520547944,40.0,0.0,0.02912621359223301
125471,2003-414,Hamburg Masters,Clay,64,M,20030512,63,103909,12.0,,Guillermo Coria,R,175.0,ARG,21.325119781,102860,,,Agustin Calleri,R,183.0,ARG,26.6557152635,6-3 6-4 6-4,5,F,134.0,2.0,2.0,92.0,60.0,39.0,22.0,15.0,4.0,6.0,4.0,6.0,84.0,45.0,32.0,17.0,14.0,6.0,11.0,16.0,1510.0,31.0,1050.0,2003,2000s,6.0,8.0,176.0,105.0,71.0,71.0,39.0,59.65909090909091,67.61904761904762,54.929577464788736,0.03409090909090909,0.045454545454545456
125534,2003-416,Rome Masters,Clay,64,M,20030505,63,102456,,,Felix Mantilla,R,180.0,ESP,28.6132785763,103819,4.0,,Roger Federer,R,185.0,SUI,21.7385352498,7-5 6-2 7-6(8),5,F,161.0,0.0,4.0,139.0,108.0,67.0,15.0,16.0,14.0,17.0,8.0,7.0,104.0,51.0,35.0,26.0,16.0,5.0,11.0,47.0,790.0,5.0,2545.0,2003,2000s,8.0,11.0,243.0,159.0,84.0,102.0,41.0,65.4320987654321,64.15094339622641,48.80952380952381,0.03292181069958848,0.04526748971193416
125691,2003-421,Canada Masters,Hard,64,M,20030804,63,104053,6.0,,Andy Roddick,R,188.0,USA,20.9281314168,103900,,,David Nalbandian,R,180.0,ARG,21.5879534565,6-1 6-3,3,F,63.0,6.0,1.0,42.0,26.0,21.0,10.0,8.0,1.0,2.0,1.0,1.0,47.0,25.0,15.0,7.0,8.0,3.0,8.0,7.0,2630.0,21.0,1235.0,2003,2000s,7.0,2.0,89.0,51.0,38.0,36.0,17.0,57.30337078651685,70.58823529411765,44.73684210526316,0.07865168539325842,0.02247191011235955
125754,2003-422,Cincinnati Masters,Hard,64,M,20030811,63,104053,7.0,,Andy Roddick,R,188.0,USA,20.9472963723,103888,,,Mardy Fish,R,188.0,USA,21.6700889802,4-6 7-6(3) 7-6(4),3,F,149.0,13.0,6.0,111.0,66.0,55.0,25.0,17.0,5.0,6.0,8.0,9.0,131.0,69.0,55.0,31.0,17.0,5.0,5.0,4.0,3005.0,41.0,860.0,2003,2000s,21.0,15.0,242.0,135.0,107.0,110.0,56.0,55.78512396694215,81.48148148148148,52.33644859813084,0.08677685950413223,0.06198347107438017
127573,2004-1536,Madrid Masters,Hard,48,M,20041018,47,103498,3.0,,Marat Safin,R,193.0,RUS,24.7255304586,103900,4.0,,David Nalbandian,R,180.0,ARG,22.7953456537,6-2 6-4 6-3,5,F,112.0,15.0,2.0,73.0,42.0,34.0,20.0,14.0,1.0,3.0,1.0,3.0,82.0,41.0,25.0,16.0,13.0,7.0,13.0,9.0,1840.0,10.0,1700.0,2004,2000s,16.0,5.0,155.0,83.0,72.0,59.0,36.0,53.54838709677419,71.08433734939759,50.0,0.1032258064516129,0.03225806451612903
128250,2004-352,Paris Masters,Carpet,48,M,20041101,47,103498,6.0,,Marat Safin,R,193.0,RUS,24.7638603696,103285,,Q,Radek Stepanek,R,185.0,CZE,25.9301848049,6-3 7-6(5) 6-3,5,F,139.0,16.0,3.0,101.0,62.0,48.0,23.0,16.0,5.0,6.0,11.0,4.0,103.0,56.0,43.0,21.0,14.0,4.0,7.0,7.0,2385.0,63.0,610.0,2004,2000s,27.0,7.0,204.0,118.0,86.0,91.0,44.0,57.84313725490196,77.11864406779661,51.16279069767442,0.1323529411764706,0.03431372549019608
128438,2004-403,Miami Masters,Hard,96,M,20040322,95,104053,2.0,,Andy Roddick,R,188.0,USA,21.5605749487,103909,3.0,,Guillermo Coria,R,175.0,ARG,22.1875427789,6-7(2) 6-3 6-1 RET,3,F,122.0,12.0,2.0,74.0,45.0,39.0,17.0,14.0,1.0,2.0,4.0,1.0,107.0,81.0,43.0,15.0,14.0,7.0,12.0,3.0,4335.0,4.0,3290.0,2004,2000s,16.0,3.0,181.0,126.0,55.0,82.0,32.0,69.61325966850829,65.07936507936508,58.18181818181818,0.08839779005524862,0.016574585635359115
128533,2004-404,Indian Wells Masters,Hard,96,M,20040308,95,103819,1.0,,Roger Federer,R,185.0,SUI,22.5817932923,102450,9.0,,Tim Henman,R,185.0,GBR,29.5030800821,6-3 6-3,3,F,67.0,3.0,0.0,45.0,27.0,23.0,13.0,9.0,0.0,0.0,0.0,3.0,52.0,31.0,20.0,10.0,9.0,3.0,6.0,1.0,5170.0,10.0,1700.0,2004,2000s,3.0,3.0,97.0,58.0,39.0,43.0,23.0,59.79381443298969,74.13793103448276,58.97435897435897,0.030927835051546393,0.030927835051546393
128658,2004-410,Monte Carlo Masters,Clay,64,M,20040419,63,103909,3.0,,Guillermo Coria,R,175.0,ARG,22.264202601,102783,4.0,,Rainer Schuettler,R,180.0,GER,27.9835728953,6-2 6-1 6-3,5,F,121.0,2.0,3.0,69.0,45.0,33.0,17.0,12.0,6.0,7.0,0.0,1.0,84.0,45.0,20.0,19.0,12.0,3.0,10.0,4.0,3230.0,6.0,2270.0,2004,2000s,2.0,4.0,153.0,90.0,63.0,53.0,36.0,58.8235294117647,58.888888888888886,57.142857142857146,0.013071895424836602,0.026143790849673203
128721,2004-414,Hamburg Masters,Clay,64,M,20040510,63,103819,1.0,,Roger Federer,R,185.0,SUI,22.7542778919,103909,2.0,,Guillermo Coria,R,175.0,ARG,22.3216974675,4-6 6-4 6-2 6-3,5,F,141.0,7.0,0.0,113.0,64.0,49.0,30.0,19.0,2.0,4.0,2.0,4.0,102.0,71.0,49.0,14.0,18.0,5.0,10.0,1.0,5115.0,3.0,3640.0,2004,2000s,9.0,4.0,215.0,135.0,80.0,98.0,44.0,62.7906976744186,72.5925925925926,55.0,0.04186046511627907,0.018604651162790697
128784,2004-416,Rome Masters,Clay,64,M,20040503,63,102845,6.0,,Carlos Moya,R,190.0,ESP,27.6824093087,103900,5.0,,David Nalbandian,R,180.0,ARG,22.3353867214,6-3 6-3 6-1,5,F,103.0,4.0,2.0,74.0,47.0,34.0,18.0,13.0,2.0,3.0,1.0,3.0,68.0,42.0,17.0,17.0,12.0,2.0,8.0,9.0,1945.0,8.0,2085.0,2004,2000s,5.0,5.0,142.0,89.0,53.0,51.0,35.0,62.67605633802817,57.30337078651685,66.0377358490566,0.035211267605633804,0.035211267605633804
128925,2004-421,Canada Masters,Hard,64,M,20040726,63,103819,1.0,,Roger Federer,R,185.0,SUI,22.9650924025,104053,2.0,,Andy Roddick,R,188.0,USA,21.9055441478,7-5 6-3,3,F,85.0,13.0,1.0,65.0,38.0,28.0,19.0,11.0,4.0,4.0,4.0,2.0,72.0,49.0,33.0,11.0,10.0,7.0,9.0,1.0,5665.0,2.0,4945.0,2004,2000s,17.0,3.0,137.0,87.0,50.0,61.0,30.0,63.503649635036496,70.11494252873563,60.0,0.12408759124087591,0.021897810218978103
